instrument_type	expiry	tick_size	name	lot_size	tradingsymbol	instrument_token	strike	exchange	segment	exchange_token	last_price
EQ		0.05	JHS SVEND. LAB.	1	JHS	3512321	0	NSE	NSE	13720	0
EQ		0.05	JK CORP	1	JKCORP-BE	1719297	0	NSE	NSE	6716	0
EQ		0.05	JKUMAR INFR.LTD.	1	JKIL-BL	3908865	0	NSE	NSE	15269	0
EQ		0.05	JKUDAIPURUDYOG	1	JKUDYOG-BE	2349313	0	NSE	NSE	9177	0
EQ		0.05	JM FINANCIAL	1	JMFINANCIL-BE	3492097	0	NSE	NSE	13641	0
EQ		0.05	JOCIL	1	JOCIL-BE	4334337	0	NSE	NSE	16931	0
EQ		0.05	JIND POL INV & FIN CO	1	JPOLYINVST-BE	8066817	0	NSE	NSE	31511	0
EQ		0.05	JAIPRAKASH POWER VEN.	1	JPPOWER-BE	3012097	0	NSE	NSE	11766	0
EQ		0.05	JAIPRAKASH POWER VEN.	1	JPPOWER-BL	3205633	0	NSE	NSE	12522	0
EQ		0.05	0.01% CUM RED PREF SHARES	1	JSWSTEEL-P2	7820289	0	NSE	NSE	30548	0
EQ		0.05	JUBILANT FOODWORKS	1	JUBLFOOD	4632577	0	NSE	NSE	18096	0
EQ		0.01	RELIANCE ETF JUNIOR BEES	1	JUNIORBEES	2800385	0	NSE	NSE	10939	0
EQ		0.05	JUSTDIAL	1	JUSTDIAL-BE	7671297	0	NSE	NSE	29966	0
EQ		0.05	JUSTDIAL	1	JUSTDIAL-BL	7671041	0	NSE	NSE	29965	0
EQ		0.05	JYOTI STRUCTURES	1	JYOTISTRUC	461313	0	NSE	NSE	1802	0
EQ		0.05	KAJARIA CERAMICS	1	KAJARIACER	462849	0	NSE	NSE	1808	0
EQ		0.05	KAKATIYA CEM SUGAR &IND L	1	KAKATCEM-BL	3207681	0	NSE	NSE	12530	0
EQ		0.05	KALYANI COMMERCIALS	1	KALYANI	5030145	0	NSE	NSE	19649	0
EQ		0.05	KALYANI FORGE	1	KALYANIFRG	3879937	0	NSE	NSE	15156	0
EQ		0.05	KAMDHENU	1	KAMDHENU-BE	3446017	0	NSE	NSE	13461	0
EQ		0.05	KANSAI NEROLAC PAINTS	1	KANSAINER	306177	0	NSE	NSE	1196	0
EQ		0.05	KARUNACABLES-ROLL SETT	1	KARUNACAB-BE	2221057	0	NSE	NSE	8676	0
EQ		0.05	KARUR VYSYA BANK	1	KARURVYSYA-BL	3209217	0	NSE	NSE	12536	0
EQ		0.05	KARUR VYSYA BANK	1	KARURVYSYA	470529	0	NSE	NSE	1838	0
EQ		0.05	IPCA LABORATORIES	1	IPCALAB-BL	3198209	0	NSE	NSE	12493	0
EQ		0.05	IP RINGS	1	IPRINGS-BE	2092289	0	NSE	NSE	8173	0
EQ		0.01	7.34 NCD 19FEB28 TR1 SR2	1	IRFC-N4	7506689	0	NSE	NSE	29323	0
EQ		0.01	BOND 8.65% PA TF TI-SIIB	1	IRFC-NA	154369	0	NSE	NSE	603	0
EQ		0.05	ISMT	1	ISMTLTD-BL	3823361	0	NSE	NSE	14935	0
EQ		0.05	ITI	1	ITI-BL	3199233	0	NSE	NSE	12497	0
EQ		0.05	ITW SIGNODE INDIA	1	ITWSIGNODE	429569	0	NSE	NSE	1678	0
EQ		0.01	INVESCO INDIA NIFTY ETF	1	IVZINNIFTY-BL	6199809	0	NSE	NSE	24218	0
EQ		0.05	J & K BANK	1	J&KBANK	1442049	0	NSE	NSE	5633	0
EQ		0.05	JAGRAN PRAKASHAN	1	JAGRAN-BL	3382529	0	NSE	NSE	13213	0
EQ		0.05	JAI BALAJI INDUSTRIES	1	JAIBALAJI-BE	3603457	0	NSE	NSE	14076	0
EQ		0.05	JAI BALAJI INDUSTRIES	1	JAIBALAJI	2881537	0	NSE	NSE	11256	0
EQ		0.05	JAIHIND PROJECTS	1	JAIHINDPRO-BL	7965697	0	NSE	NSE	31116	0
EQ		0.05	JAMNA AUTO IND	1	JAMNAAUTO-BE	5320193	0	NSE	NSE	20782	0
EQ		0.05	JINDAL STEEL & POWER	1	JINDALSTEL-BL	3204097	0	NSE	NSE	12516	0
EQ		0.05	JINDAL DRILLING IND.	1	JINDRILL-BE	3552257	0	NSE	NSE	13876	0
EQ		0.05	JINDAL WORLDWIDE	1	JINDWORLD-BE	5285377	0	NSE	NSE	20646	0
EQ		0.05	KAUSHALYA INFRA DEV	1	KAUSHALYA-BE	3875841	0	NSE	NSE	15140	0
EQ		0.05	KAYA	1	KAYA	2630657	0	NSE	NSE	10276	0
EQ		0.05	KELLTON TECH SOL	1	KELLTONTEC-BE	3443201	0	NSE	NSE	13450	0
EQ		0.05	KERALA CHEMICALS AND PROT	1	KERALACHEM	474369	0	NSE	NSE	1853	0
EQ		0.05	KNR CONSTRU	1	KNRCON-BL	3913217	0	NSE	NSE	15286	0
EQ		0.05	KOHINOOR FOODS	1	KOHINOOR-BL	3260673	0	NSE	NSE	12737	0
EQ		0.05	KDL BIOTECH	1	KOPDRUGS	2011137	0	NSE	NSE	7856	0
EQ		0.05	KRONE COMM	1	KRONECOMM-BE	1777153	0	NSE	NSE	6942	0
EQ		0.05	KAVERI SEED CO.	1	KSCL	3832833	0	NSE	NSE	14972	0
EQ		0.05	KARNATAKA BANK	1	KTKBANK-BL	3213313	0	NSE	NSE	12552	0
EQ		0.05	LAKSHMIVILASBANK	1	LAKSHVILAS-BE	2467585	0	NSE	NSE	9639	0
EQ		0.05	DR. LAL PATH LABS	1	LALPATHLAB	2983425	0	NSE	NSE	11654	0
EQ		0.05	LANCO INDUSTRIES	1	LANCOIND	505089	0	NSE	NSE	1973	0
EQ		0.05	LAKSHMIMACHINE -ROLL SETT	1	LAXMIMACH-BE	2162689	0	NSE	NSE	8448	0
EQ		0.05	LYKA LABS	1	LYKALABS-BL	3216897	0	NSE	NSE	12566	0
EQ		0.05	M&M - DEP RS	1	M&M-BE	1310209	0	NSE	NSE	5118	0
EQ		0.01	MOST SHARES M100 ETF	1	M100	5484289	0	NSE	NSE	21423	0
EQ		0.05	MADURA COATS 	1	MADURACOAT-BE	1384705	0	NSE	NSE	5409	0
EQ		0.05	MAFATLAL INDUSTRIES	1	MAFATLAIND	526849	0	NSE	NSE	2058	0
EQ		0.05	MAGMA FINCORP	1	MAGMA-BE	2919937	0	NSE	NSE	11406	0
EQ		0.05	MAGNUM VENTURES	1	MAGNUM-BL	3829761	0	NSE	NSE	14960	0
EQ		0.05	MAHARASHTRA SCOOTERS	1	MAHSCOOTER	533761	0	NSE	NSE	2085	0
EQ		0.05	MAITHAN ALLOYS	1	MAITHANALL-BE	6282753	0	NSE	NSE	24542	0
EQ		0.05	MAITHAN ALLOYS	1	MAITHANALL	6281729	0	NSE	NSE	24538	0
EQ		0.05	MAJESCO	1	MAJESCO-BE	2640385	0	NSE	NSE	10314	0
EQ		0.05	MAJESCO	1	MAJESCO	2639361	0	NSE	NSE	10310	0
EQ		0.05	MAN COAT METAL & IND	1	MANAKCOAT-BE	1898753	0	NSE	NSE	7417	0
EQ		0.05	MANAKSIA STEELS	1	MANAKSTEEL-BE	1915393	0	NSE	NSE	7482	0
EQ		0.05	MANAPPURAM FINANCE	1	MANAPPURAM	4879617	0	NSE	NSE	19061	0
EQ		0.01	BONDS SRNCD 11.50%SR-VIII	1	MANAPPURAM-N8	1461249	0	NSE	NSE	5708	0
EQ		0.01	BONDS SRNCD 11.50% SRVIII	1	MANAPPURAM-NJ	1462529	0	NSE	NSE	5713	0
EQ		0.01	BONDS SRNCD 12.00% SR IX	1	MANAPPURAM-NK	1457921	0	NSE	NSE	5695	0
EQ		0.05	MANDHANA INDUS.	1	MANDHANA-BE	4833537	0	NSE	NSE	18881	0
EQ		0.05	MANGALAM DRUG & CHEM	1	MANGALAM-BL	3220481	0	NSE	NSE	12580	0
EQ		0.05	MANG.CHEM.FERT.LTD	1	MANGCHEFER	3841793	0	NSE	NSE	15007	0
EQ		0.05	MAN INDUSTRIES (I)	1	MANINDS	3042305	0	NSE	NSE	11884	0
EQ		0.05	MARKSANS PHARMA	1	MARKSANS	2708225	0	NSE	NSE	10579	0
EQ		0.05	MARUTI SUZUKI INDIA	1	MARUTI-BL	3222273	0	NSE	NSE	12587	0
EQ		0.05	MARUTI SUZUKI INDIA	1	MARUTI	2815745	0	NSE	NSE	10999	0
EQ		0.05	MASK INVESTMENTS	1	MASKINVEST-BE	4795137	0	NSE	NSE	18731	0
EQ		0.05	KESORAM INDUSTRIES	1	KESORAMIND-BZ	2733825	0	NSE	NSE	10679	0
EQ		0.05	KINGFISHER AIRLINES	1	KFA-BZ	1283073	0	NSE	NSE	5012	0
EQ		0.05	KHANDWALA SECURITIES	1	KHANDSE	2468097	0	NSE	NSE	9641	0
EQ		0.05	KIRI INDUSTRIES	1	KIRIINDUS-BL	4260353	0	NSE	NSE	16642	0
EQ		0.05	KITEX GARMENTS	1	KITEX-BL	7398913	0	NSE	NSE	28902	0
EQ		0.05	KOTAK GOLD ETF	1	KOTAKGOLD-BL	3803905	0	NSE	NSE	14859	0
EQ		0.05	KOTHARI SUG & CHEM	1	KOTARISUG-BE	2981889	0	NSE	NSE	11648	0
EQ		0.05	KOTHARI PETROCHEM	1	KOTHARIPET-BE	1692673	0	NSE	NSE	6612	0
EQ		0.05	KOTHARI PRODUCTS	1	KOTHARIPRO	1415169	0	NSE	NSE	5528	0
EQ		0.05	KREBS BIOCHEMICALS & IND	1	KREBSBIO-BL	3320833	0	NSE	NSE	12972	0
EQ		0.01	LICNAMC - LICNFESGP	1	LICNETFSEN	2928897	0	NSE	NSE	11441	0
EQ		0.01	LICNAMC - LICNFNHGP	1	LICNFNHGP	3898625	0	NSE	NSE	15229	0
EQ		0.05	LLOYDS FINANCE	1	LLOYDFIN-BE	1362945	0	NSE	NSE	5324	0
EQ		0.05	LOVABLE LINGERIE	1	LOVABLE-BL	5739009	0	NSE	NSE	22418	0
EQ		0.05	LLOYDS STEELS IND.	1	LSIL	4557057	0	NSE	NSE	17801	0
EQ		0.05	LARSEN & TOUBRO	1	LT	2939649	0	NSE	NSE	11483	0
EQ		0.05	L&T INFOTECH	1	LTI-BL	4568321	0	NSE	NSE	17845	0
EQ		0.05	MAYUR UNIQUOTERS	1	MAYURUNIQ-BL	7400705	0	NSE	NSE	28909	0
EQ		0.05	MIC ELECTRONICS	1	MIC	3748865	0	NSE	NSE	14644	0
EQ		0.01	ICICI PRU MIDCAP IWIN ETF	1	MIDCAPIWIN	4531713	0	NSE	NSE	17702	0
EQ		0.05	MILTON PLASTICS	1	MILTONPLAS	562945	0	NSE	NSE	2199	0
EQ		0.05	MIRZA INTERNATIONAL LIMIT	1	MIRZAINT-BL	3225345	0	NSE	NSE	12599	0
EQ		0.05	MODI RUBBER	1	MODIRUBBER-BE	1775105	0	NSE	NSE	6934	0
EQ		0.05	MOHIT INDUSTRIES	1	MOHITIND-BL	7533057	0	NSE	NSE	29426	0
EQ		0.05	MONNET ISPAT & ENERGY	1	MONNETISPA-BE	2461697	0	NSE	NSE	9616	0
EQ		0.05	MONSANTO INDIA	1	MONSANTO-BE	2049281	0	NSE	NSE	8005	0
EQ		0.05	MOREPEN LAB.	1	MOREPENLAB-BL	3100417	0	NSE	NSE	12111	0
EQ		0.05	MRF	1	MRF-BL	3227137	0	NSE	NSE	12606	0
EQ		0.05	INFO EDGE (I)	1	NAUKRI-BL	3521281	0	NSE	NSE	13755	0
EQ		0.05	NAVA BHARAT VENTURES LIMI	1	NBVENTURES-BE	1653249	0	NSE	NSE	6458	0
EQ		0.05	NCC	1	NCC-BL	3229953	0	NSE	NSE	12617	0
EQ		0.05	NEDUNGADI BANK	1	NEDUNGBANK	1116929	0	NSE	NSE	4363	0
EQ		0.05	NELCAST	1	NELCAST	3778817	0	NSE	NSE	14761	0
EQ		0.05	NETVISTA INFO TECH	1	NETVISTAIT	495105	0	NSE	NSE	1934	0
EQ		0.05	NARAYANA HRUDAYALAYA	1	NH	3031041	0	NSE	NSE	11840	0
EQ		0.01	TAX FREE 7.29% SR. IB	1	NHAI-NC	3711745	0	NSE	NSE	14499	0
EQ		0.01	BOND 8.26%PA TF TR-I S1A	1	NHBTF2014-N1	8183041	0	NSE	NSE	31965	0
EQ		0.01	ICICIPRU NIFTY100 IWINETF	1	NIF100IWIN-BL	7780609	0	NSE	NSE	30393	0
EQ		0.01	ICICI PRU NIFTY IWIN ETF	1	NIFTYIWIN	7565569	0	NSE	NSE	29553	0
EQ		0.05	INDO-NATIONAL	1	NIPPOBATRY	1736193	0	NSE	NSE	6782	0
EQ		0.05	NIRLON	1	NIRLON-BE	2037505	0	NSE	NSE	7959	0
EQ		0.05	NITIN FIRE PROT IND.	1	NITINFIRE-BE	3759617	0	NSE	NSE	14686	0
EQ		0.05	NOESIS INDUSTRIES	1	NOESISIND	3866625	0	NSE	NSE	15104	0
EQ		0.05	NORBEN TEA &EXPORTS	1	NORBTEAEXP-BE	2414337	0	NSE	NSE	9431	0
EQ		0.05	NTPC	1	NTPC	2977281	0	NSE	NSE	11630	0
EQ		0.01	8.48%S-R-NCD SERIES 2A	1	NTPC-N2	8130561	0	NSE	NSE	31760	0
EQ		0.01	8.66%S-R-NCD SERIES 3A	1	NTPC-N3	8131073	0	NSE	NSE	31762	0
EQ		0.01	8.73%S-R-NCD SERIES 2B	1	NTPC-N5	8132097	0	NSE	NSE	31766	0
EQ		0.01	TFB 7.53% 2030 SR. 2B	1	NTPC-NC	2751745	0	NSE	NSE	10749	0
EQ		0.05	OIL AND NATURAL GAS CORP.	1	ONGC-BL	3237377	0	NSE	NSE	12646	0
EQ		0.05	PUNJAB ANAND LAMPS	1	PUNANDLAMP	706817	0	NSE	NSE	2761	0
EQ		0.05	PUNJAB CHEM & CROP PROT L	1	PUNJABCHEM-BL	3680513	0	NSE	NSE	14377	0
EQ		0.05	QUINTEGRA SOLUTIONS	1	QUINTEGRA-BE	2400257	0	NSE	NSE	9376	0
EQ		0.05	MUSIC BROADCAST	1	RADIOCITY-BL	5089281	0	NSE	NSE	19880	0
EQ		0.05	SHREE RAMA NEWSPRINT	1	RAMANEWS-BL	3473153	0	NSE	NSE	13567	0
EQ		0.05	UNITED SPIRITS	1	MCDOWELL-N-BL	3223297	0	NSE	NSE	12591	0
EQ		0.05	MEDICORP TECH (I)	1	MEDICOTECH-BE	1829889	0	NSE	NSE	7148	0
EQ		0.05	MENON BEARINGS	1	MENONBE	1782017	0	NSE	NSE	6961	0
EQ		0.05	MERIND DEPO. SETT.	1	MERIND-BE	1418241	0	NSE	NSE	5540	0
EQ		0.05	MAHINDRA HOLIDAYS	1	MHRIL	4437249	0	NSE	NSE	17333	0
EQ		0.05	MRPL - DEP RS	1	MRPL-BE	1311745	0	NSE	NSE	5124	0
EQ		0.05	MT EDUCARE	1	MTEDUCARE	8040705	0	NSE	NSE	31409	0
EQ		0.05	MUKTA ARTS	1	MUKTAARTS-BE	2224897	0	NSE	NSE	8691	0
EQ		0.05	MURLI INDUST.	1	MURLIIND-BL	3658497	0	NSE	NSE	14291	0
EQ		0.05	NAHAR CAP & FIN.	1	NAHARCAP	3932161	0	NSE	NSE	15360	0
EQ		0.05	NAHAR INDS ENT	1	NAHARINDUS-BL	3356161	0	NSE	NSE	13110	0
EQ		0.05	NAHAR SPINNING MILLS	1	NAHARSPING-BL	3697665	0	NSE	NSE	14444	0
EQ		0.05	NAKODA	1	NAKODA-BE	7536897	0	NSE	NSE	29441	0
EQ		0.05	NALCOCHEMICALS-ROLL SETT	1	NALCOCHEM-BE	2484993	0	NSE	NSE	9707	0
EQ		0.05	NATCO PHARMA	1	NATCOPHARM-BL	3231233	0	NSE	NSE	12622	0
EQ		0.05	RAJSHREE SUGAR & CHEMICAL	1	RAJSREESUG	719105	0	NSE	NSE	2809	0
EQ		0.05	RAJVIR INDUSTRIES	1	RAJVIR-BL	3250945	0	NSE	NSE	12699	0
EQ		0.05	RAMSARUP INDUSTRIES	1	RAMSARUP	3782657	0	NSE	NSE	14776	0
EQ		0.05	RAYMOND	1	RAYMOND-BL	3253249	0	NSE	NSE	12708	0
EQ		0.01	8.12/8.32% TAX FREE NCD	1	RECLTD-NI	5100545	0	NSE	NSE	19924	0
EQ		0.05	REGENCY CERAMICS	1	REGENCERAM	1057281	0	NSE	NSE	4130	0
EQ		0.01	RELIANCE ETF CONSUMPTION	1	RELCONS-BL	623617	0	NSE	NSE	2436	0
EQ		0.05	RESPONSIVE INDUSTRIES	1	RESPONIND-BE	5203713	0	NSE	NSE	20327	0
EQ		0.05	RUSHIL DECOR	1	RUSHIL-BL	6297089	0	NSE	NSE	24598	0
EQ		0.05	SADBHAV INFRA PROJ	1	SADBHIN-BL	2718977	0	NSE	NSE	10621	0
EQ		0.05	SAKTHI SUGARS	1	SAKHTISUG-BL	3258625	0	NSE	NSE	12729	0
EQ		0.05	SAKSOFT	1	SAKSOFT-BE	3020033	0	NSE	NSE	11797	0
EQ		0.05	SAMTEL COLOR	1	SAMTEL	762625	0	NSE	NSE	2979	0
EQ		0.05	SANCO INDUSTRIES	1	SANCO	4876545	0	NSE	NSE	19049	0
EQ		0.05	SANDVIK ASIA	1	SANDVIKAS	766465	0	NSE	NSE	2994	0
EQ		0.05	SATHAVAHANA ISPAT	1	SATHAISPAT	3557121	0	NSE	NSE	13895	0
EQ		0.05	SAURASHTRA CEM	1	SAURASHCEM-BE	1804545	0	NSE	NSE	7049	0
EQ		0.05	STATE BANK OF BIKANER & J	1	SBBJ	1351681	0	NSE	NSE	5280	0
EQ		0.05	SCHNEIDER ELECTRIC INFRA	1	SCHNEIDER-BL	7996673	0	NSE	NSE	31237	0
EQ		0.05	SHEELA FOAM	1	SFL	4911105	0	NSE	NSE	19184	0
EQ		0.01	2.75%GOLDBONDS2024 TR-III	1	SGBMAR24-GB	4706817	0	NSE	NSE	18386	0
EQ		0.05	SHAMKEN SPINNERS	1	SHAMKNSPIN-BE	2325761	0	NSE	NSE	9085	0
EQ		0.05	SHARDA CROPCHEM	1	SHARDACROP-BE	1279745	0	NSE	NSE	4999	0
EQ		0.05	SHILPA MEDICARE	1	SHILPAMED-BL	4545281	0	NSE	NSE	17755	0
EQ		0.05	ESKAY K 'N' IT (INDIA) LT	1	SHREEKRPET	795649	0	NSE	NSE	3108	0
EQ		0.05	SHREYANS INDUSTRIES	1	SHREYANIND-BL	3333121	0	NSE	NSE	13020	0
EQ		0.05	SHRI ASTER SILICATES	1	SHRIASTER-BZ	4715521	0	NSE	NSE	18420	0
EQ		0.05	SICAL LOGISTICS	1	SICAL-BE	1953025	0	NSE	NSE	7629	0
EQ		0.05	SIGNET INDUSTRIES	1	SIGNET-BE	1811969	0	NSE	NSE	7078	0
EQ		0.05	SILVERLINE TECHNOLOGIES L	1	SILVERLINE	807937	0	NSE	NSE	3156	0
EQ		0.05	SMARTLINK NETWORK SYS	1	SMARTLINK	2531585	0	NSE	NSE	9889	0
EQ		0.05	SPLENDID METAL PRODUCTS L	1	SMPL	4668929	0	NSE	NSE	18238	0
EQ		0.05	SOBHA	1	SOBHA-BL	3539969	0	NSE	NSE	13828	0
EQ		0.05	INTERNATIONAL CONST.	1	SUBCAPCITY	1068289	0	NSE	NSE	4173	0
EQ		0.05	SUMMIT SECURITIES	1	SUMMITSEC-BE	5447425	0	NSE	NSE	21279	0
EQ		0.05	SUNDARAM MULTI PAP	1	SUNDARAM-BE	4847361	0	NSE	NSE	18935	0
EQ		0.05	TECPRO SYSTEMS	1	TECPRO-BZ	2457857	0	NSE	NSE	9601	0
EQ		0.05	TEXTOOL CO	1	TEXTOOL	886529	0	NSE	NSE	3463	0
EQ		0.05	TTK PRESTIGE	1	TTKPRESTIG-BL	3288321	0	NSE	NSE	12845	0
EQ		0.05	PRITHVI INFO. SOLN.	1	PRITHVI-BE	3082497	0	NSE	NSE	12041	0
EQ		0.05	PRITHVI INFO. SOLN.	1	PRITHVI-BZ	1524993	0	NSE	NSE	5957	0
EQ		0.05	PRIDERSHINI CEMENT	1	PRIYADCEM-BE	2251777	0	NSE	NSE	8796	0
EQ		0.05	PUNJAB ALKALIES&CHEM	1	PUNALKALI-BE	1967873	0	NSE	NSE	7687	0
EQ		0.05	RAINBOW PAPERS	1	RAINBOWPAP	4847873	0	NSE	NSE	18937	0
EQ		0.01	BOND8.63% PA TF TR II S2A	1	RECLTD-NC	750849	0	NSE	NSE	2933	0
EQ		0.01	7.43% TAX FREE TRI SR3B	1	RECLTD-NH	5101057	0	NSE	NSE	19926	0
EQ		0.01	RELIANCE ETF CONSUMPTION	1	RELCONS	623361	0	NSE	NSE	2435	0
EQ		0.05	REMSONS INDUSTRIES	1	REMSONSIND-BL	3107585	0	NSE	NSE	12139	0
EQ		0.05	REPRO INDIA	1	REPRO	3360257	0	NSE	NSE	13126	0
EQ		0.05	RESPONSIVE INDUSTRIES	1	RESPONIND-BL	5203457	0	NSE	NSE	20326	0
EQ		0.05	REVATHI EQUIPMENT	1	REVATHI	3062017	0	NSE	NSE	11961	0
EQ		0.05	RICO AUTO INDUSTRIES	1	RICOAUTO-BL	3255553	0	NSE	NSE	12717	0
EQ		0.05	RICO AUTO INDUSTRIES	1	RICOAUTO	744705	0	NSE	NSE	2909	0
EQ		0.05	ROYAL ORCHID HOTELS	1	ROHLTD-BE	3375361	0	NSE	NSE	13185	0
EQ		0.05	RUCHI INFRASTRUCTURE	1	RUCHINFRA	1168897	0	NSE	NSE	4566	0
EQ		0.05	SRIKALAHASTHI PIPES	1	SRIPIPES-BL	3822081	0	NSE	NSE	14930	0
EQ		0.05	SRI VISHNU CEMENT	1	SRIVISHCEM	840961	0	NSE	NSE	3285	0
EQ		0.05	SUNIL HITECH ENGR.	1	SUNILHITEC-BE	3391745	0	NSE	NSE	13249	0
EQ		0.05	TATA COMMUNICATIONS	1	TATACOMM-BL	3298817	0	NSE	NSE	12886	0
EQ		0.05	TATA SPONGE IRON	1	TATASPONGE	419585	0	NSE	NSE	1639	0
EQ		0.05	TECH MAHINDRA	1	TECHM-BL	3466753	0	NSE	NSE	13542	0
EQ		0.05	TECPRO SYSTEMS	1	TECPRO-BL	5163265	0	NSE	NSE	20169	0
EQ		0.05	TUTICORIN ALKALI CHEMICAL	1	TUTICORALK	909313	0	NSE	NSE	3552	0
EQ		0.05	TVS SRICHAKRA	1	TVSSRICHAK-BL	3647489	0	NSE	NSE	14248	0
EQ		0.05	TV TODAY NETWORK	1	TVTODAY-BL	3289857	0	NSE	NSE	12851	0
EQ		0.05	UJAAS ENERGY	1	UJAAS-BL	6537985	0	NSE	NSE	25539	0
EQ		0.05	UNICHEM LABORATORIES	1	UNICHEMLAB-BL	3290881	0	NSE	NSE	12855	0
EQ		0.05	UNITED BANK OF INDIA	1	UNITEDBNK-BL	4679937	0	NSE	NSE	18281	0
EQ		0.05	UNITED NILGIRI TEA	1	UNITEDTEA-BE	4608769	0	NSE	NSE	18003	0
EQ		0.05	USHA MARTIN	1	USHAMART	2263041	0	NSE	NSE	8840	0
EQ		0.05	VARDHAMAN ACRYLICS	1	VARDHACRLC-BE	3431169	0	NSE	NSE	13403	0
EQ		0.05	VENUS REMEDIES	1	VENUSREM-BL	3547393	0	NSE	NSE	13857	0
EQ		0.05	VIDEOCON INDUSTRIES LIMIT	1	VIDEOIND-BE	2186241	0	NSE	NSE	8540	0
EQ		0.05	VIDEOCON INDUSTRIES LIMIT	1	VIDEOIND-BL	3296001	0	NSE	NSE	12875	0
EQ		0.05	VIDEOCON INDUSTRIES LIMIT	1	VIDEOIND	937985	0	NSE	NSE	3664	0
EQ		0.05	VIDHI SPCLTY F INGRDNTS L	1	VIDHIING	3465217	0	NSE	NSE	13536	0
EQ		0.05	VIJAY SHANTHI BUILD	1	VIJSHAN	4265729	0	NSE	NSE	16663	0
EQ		0.05	VIMTA LABS	1	VIMTALABS-BL	3354881	0	NSE	NSE	13105	0
EQ		0.05	VINYL CHEMICALS (I)	1	VINYLINDIA-BE	4306945	0	NSE	NSE	16824	0
EQ		0.05	VISHNU CHEMICALS	1	VISHNU-BL	1770497	0	NSE	NSE	6916	0
EQ		0.05	VIVIMED LABS	1	VIVIMEDLAB-BL	3297793	0	NSE	NSE	12882	0
EQ		0.05	VST TILLERS TRACTORS	1	VSTTILLERS	6218753	0	NSE	NSE	24292	0
EQ		0.05	SPECTACLE VENTURES	1	SPECTACLE	4667393	0	NSE	NSE	18232	0
EQ		0.01	10.20% SRNCD SR V	1	SREIBNPNCD-N5	2323969	0	NSE	NSE	9078	0
EQ		0.01	9.12% SRNCD SR II B	1	SREIBNPNCD-ND	4990977	0	NSE	NSE	19496	0
EQ		0.01	9.50% SRNCD SR VI A	1	SREIBNPNCD-NK	4994561	0	NSE	NSE	19510	0
EQ		0.05	SREE RAYALSEEMA HHP	1	SRHHYPOLTD-BE	3733761	0	NSE	NSE	14585	0
EQ		0.05	SUPER SPINNING MILLS	1	SUPERSPIN	859393	0	NSE	NSE	3357	0
EQ		0.05	SUPREME INFRA.	1	SUPREMEINF	3840513	0	NSE	NSE	15002	0
EQ		0.05	SUPREME TEX MART	1	SUPREMETEX-BE	3689473	0	NSE	NSE	14412	0
EQ		0.05	SURANA SOLAR	1	SURANASOL-BE	5396737	0	NSE	NSE	21081	0
EQ		0.05	SURANA SOLAR	1	SURANASOL	5395713	0	NSE	NSE	21077	0
EQ		0.05	TALWALKAR FITNESS	1	TALWALKARS-BE	4813057	0	NSE	NSE	18801	0
EQ		0.05	TATA MOTORS DVR 'A' ORD	1	TATAMTRDVR-BE	4344065	0	NSE	NSE	16969	0
EQ		0.05	TATA POWER CO.LTD-DEPO	1	TATAPOWER-BE	1473537	0	NSE	NSE	5756	0
EQ		0.05	BRANDHOUSE RETAILS	1	BRANDHOUSE	4361729	0	NSE	NSE	17038	0
EQ		0.05	CENTURY ENKA	1	CENTENKA-BL	3146241	0	NSE	NSE	12290	0
EQ		0.05	COMPUCOM SOFTWARE	1	COMPUSOFT-BL	7972097	0	NSE	NSE	31141	0
EQ		0.05	CORAL INDIA FIN & HOUS LT	1	CORALFINAC-BE	2589441	0	NSE	NSE	10115	0
EQ		0.05	DILIP BUILDCON	1	DBL-BL	4630785	0	NSE	NSE	18089	0
EQ		0.05	ALKEM LABORATORIES	1	ALKEM	2995969	0	NSE	NSE	11703	0
EQ		0.05	ANSAL HOU. & CON.	1	ANSALHSG	3500289	0	NSE	NSE	13673	0
EQ		0.05	DQ ENTERTAINMENT INT	1	DQE-BL	6211073	0	NSE	NSE	24262	0
EQ		0.05	ENTEGRA	1	ENTEGRA-BZ	4715009	0	NSE	NSE	18418	0
EQ		0.05	GRAND FOUNDRY	1	GRANDFONRY-BE	2406401	0	NSE	NSE	9400	0
EQ		0.05	HINDUJA VENTURES	1	HINDUJAVEN-BL	3725057	0	NSE	NSE	14551	0
EQ		0.05	IL&FS ENG AND CONS CO	1	IL&FSENGG-BE	3846657	0	NSE	NSE	15026	0
EQ		0.05	JINDAL SAW	1	JINDALSAW-BE	1571329	0	NSE	NSE	6138	0
EQ		0.05	LIC HOUSING. FIN.- DEP RS	1	LICHSGFIN-BE	1326593	0	NSE	NSE	5182	0
EQ		0.05	MT EDUCARE	1	MTEDUCARE-BE	8041729	0	NSE	NSE	31413	0
EQ		0.05	PETRON ENGG CONSTRUCT	1	PETRONENGG-BE	1681153	0	NSE	NSE	6567	0
EQ		0.05	S CHAND AND COMPANY	1	SCHAND-BE	5299713	0	NSE	NSE	20702	0
EQ		0.05	AUTORIDERS FINANCE	1	AUTORIDFIN-BE	2007553	0	NSE	NSE	7842	0
EQ		0.05	BHEL	1	BHEL-BL	3138817	0	NSE	NSE	12261	0
EQ		0.05	ADANI POWER	1	ADANIPOWER	4451329	0	NSE	NSE	17388	0
